country,city,street,cap_beds,name,postcode,tel,house_number,id,list_specs,data_year,url,latGISCO,lonGISCO,latBing,lonBing
AT,Graz,Körblergasse,50,Hansa Privatklinikum,8010,0316 3600 0,42,K659,,,http://www.privatklinikum-hansa.at,47.0831151,15.4446165,47.08312,15.44462
AT,St. Radegund bei Graz,Diepoldsbergerstraße,185,"Privatklinik St. Radegund für Innere Medizin, Psychiatrie, Neurologie, Orthopädie und Geriatrie/Gerontologie",8061,03132 53553,38-40,K663,,,http://www.privatklinik-stradegund.at,47.18103995,15.4991993040847,47.18093,15.49913
AT,Deutschlandsberg,Radlpaßstraße,292,Landeskrankenhaus Weststeiermark,8530,03462 4411 0,29,K664,"GEM, IM",,http://www.lkh-deutschlandsberg.at,46.913827,15.2823300362947,46.81207,15.2311
AT,Graz,Albert-Schweitzer-Gasse,135,Albert Schweitzer Klinik (gehört zu K615),8020,0316 7060 1999,36,K665+,,,,47.0637722,15.4301723,47.06399,15.43007
AT,Graz-Wetzelsdorf,Gritzenweg,45,Privatklinik Kastanienhof,8052,0316 57 39 60,16,K667,,,http://www.kastanienhof.at,0.0,0.0,47.06349,15.38551
AT,Laßnitzhöhe,Miglitzpromenade,227,Privatklinik Laßnitzhöhe,8301,03133 2274,18,K668,,,http://www.privatklinik-lassnitzhoehe.at,47.07569435,15.5781085138344,47.07591,15.57801
AT,Frohnleiten,Hauptplatz,162,"Theresienhof, Klinikum für Orthopädie und orthopädische Rehabilitation",8130,03126 4700,3-5,K670,,,http://www.theresienhof.at,0.0,0.0,47.27056,15.32422
AT,Bad Radkersburg,Thermenstraße,315,"Reha Radkersburg, Radkersburger Hof - SKA zur Rehabililitation neurologischer, orthopädischer und rheumatischer Erkrankungen sowie ambulante Untersuchungen und Behandlungen",8490,03476 3860 0,24,K671,,,http://www.klinik-maria-theresia.at,46.6875222,15.9785606746176,46.68781,15.97785
AT,Judenburg,Oberweggasse,439,Landeskrankenhaus Murtal,8750,03572 825 60 0,18,K672,"AN, IM",,http://www.lkh-judenburg.at,47.1657387,14.6546954,47.16591,14.65602
AT,Graz Postfach,Göstinger Straße,940,LKH Graz II,8021,0316 5466 0,22,K673,"AN, IM, NEU",,http://www.lkh-grazwest.at,0.0,0.0,47.07775,15.39955
AT,Graz-Ragnitz,Berthold-Linder-Weg,144,Privatklinik Graz-Ragnitz,8047,0316 596 0,15,K674,,,http://www.privatklinik-grazragnitz.at,47.077343,15.4755869,47.07727,15.47567
AT,Stolzalpe,Stolzalpe,28,Sonderkrankenanstalt für orthopädische und neuroorthopädische Rehabilitiation,8852,03532 44719,38,K675,,,http://www.reha-stolzalpe.at,47.1209088,14.1930209,47.11915,14.18647
AT,Judendorf-Straßengel,Grazer Straße,196,"Rehabilitationsklinik für Neurologie, Pädiatrie, Orthopädie und Onkologie",8111,03124 90520,15,K676,,,http://www.klinik-judendorf.at,47.11489935,15.3401437683209,47.11487,15.3412
AT,Leoben,Vordernbergerstraße,6,Pflegeanstalt für chronisch Kranke,8700,03842 401 0,42,K677,,,http://www.lkh-leoben.at,47.380513,15.0850301610126,47.38012,15.0855
AT,Leibnitz,Grazerstraße,124,Pflegeananstalt für chronisch psychisch Kranke Neutillmitsch-Gralla,8430,03452 83325,74,K678,,,http://sanlas.at,46.816125,15.548305,46.79219,15.5383
AT,Wildbad Einöd,Wildbad,75,OptimaMed Rehabilitation Wildbad,9323,04268 28 22 0,8,K680,,,http://www.wildbad.at/psychiatrische-und-vater-mutter-kind-rehabilitation/,47.0225561,14.4137006,47.0214439708202,14.412913051544
AT,Wildbad Einöd,Wildbad,52,OptimaMed Kinder- und Jugend-Rehabilitation,9323,,8,K682,,,,47.0225561,14.4137006,47.0214439708202,14.412913051544
AT,Bad Häring,Rehaweg,136,Rehabilitationszentrum Bad Häring,6323,05332 790 0,1,K701,,,http://www.auva.at/rzhaering,47.5056157,12.1026622499664,47.50547,12.10311
AT,Hall in Tirol,Milser Straße,527,Landeskrankenhaus Hall in Tirol,6060,05223 508 0,10,K704,GEM,,http://www.tirol-kliniken.at,47.2823607,11.5152022956537,47.28234,11.51559
AT,Kitzbühel,Hornweg,120,Rehabilitationszentrum Kitzbühel,6370,05356 67067 0,32,K705,,,www.reha-kitz.at,47.5167172,12.4286533948716,47.44947,12.39578
AT,Innsbruck,Anichstraße,1457,Landeskrankenhaus Universitätskliniken Innsbruck,6020,0512/ 04 0,35,K706,"AN, CH, HCH, IM, KIJU, NCH, NEU, ORTR",,http://www.tirol-kliniken.at,47.2625525,11.3867694,47.26338,11.38755
AT,Zirl,Anna-Dengel-Haus,325,Ö. Landeskrankenhaus Hochzirl - Natters,6170,05238 501 0,,K707,PUL,,http://www.tirol-kliniken.at,0.0,0.0,47.31210708618164,11.263765335083008
AT,Innsbruck,Sennstraße,182,Sanatorium Kettenbrücke der Barmherzigen Schwestern,6020,0512 2112 0,1,K708,,,http://www.sanatorium-kettenbruecke.at,47.2795437,11.407857,47.27953,11.40778
AT,Rum,Lärchenstraße,124,Privatklinik Hochrum - Sanatorium der Kreuzschwestern Innsbruck,6063,0512 234 0,41,K709,,,http://www.privatklinik-hochrum.com,47.2890704,11.4474007,47.28862,11.44717
AT,Imst,Medalp Platz,,Medalp Sportclinic Imst,6460,05418 511 00,1,K711,,,http://www.medalp.com,47.21340895,10.7001456,47.21408,10.6998
AT,Lienz,Emanuel-von-Hibler-Straße,372,Bezirkskrankenhaus Lienz,9900,04852 606 0,5,K714,"AN, IM, KIJU",,,46.8355163,12.7642258,46.83531,12.7636
AT,Reutte,Krankenhausstraße,117,Bezirkskrankenhaus Reutte,6600,05672 601 0,39,K717,GEM,,http://www.bkh-reutte.at,47.47354795,10.71103605,47.47366,10.71214
AT,St. Johann in Tirol,Bahnhofstraße,274,Bezirkskrankenhaus St. Johann in Tirol,6380,05352 606 0,14,K719,"GEM, IM",,http://www.khsj.at,47.5207325,12.4302806,47.52094,12.43003
AT,Schwaz,Swarovskistraße,272,Bezirkskrankenhaus Schwaz,6130,05242 600 0,1,K720,IM,,http://www.kh-schwaz.at,47.34476795,11.7055895542098,47.34481,11.70508
AT,Zams,Sanatoriumstraße,336,Krankenhaus St. Vinzenz Zams,6511,05442 600 0,43,K722,"AN, IM",,http://www.khzams.at,47.1612149,10.593129,47.16196,10.59362
AT,Innsbruck,Köldererstraße,25,heereseigene Sonderkrankenanstalt INNSBRUCK,6020,0512 3317 5611,4,K724,,,,47.26081205,11.41655695,47.26081,11.41663
AT,Dölsach,Stronach,52,Rehabilitationszentrum Ederhof,9991,04852 699 90,7,K729,,,,46.8297162,12.8516811,46.83122,12.82943
AT,Kufstein,Endach,385,Bezirkskrankenhaus Kufstein,6330,05372 6966 0,27,K731,"GEM, KIJU",,http://www.bkh-kufstein.at,47.57099045,12.1504247080813,47.57112,12.15035
AT,Wörgl,Fritz-Atzl-Straße,29,Kursana Sanatorium Wörgl,6300,05332 74572,8,K732,,,,47.4885981,12.0617174175582,47.48865,12.06183
AT,Walchsee,Alleestraße,49,Wittlinger Therapiezentrum -  Walchsee,6344,05374 5245 0,30,K733,,,http://www.wittlinger-therapiezentrum.com,47.65435895,12.3169333570721,47.65435,12.31682
AT,Münster,Gröben,260,"Rehabilitationszentrum Münster - Klinikum für Rehabilitation in Tirol für Neurologie, Kardiologie und Pulmologie und Onkologie",6232,,700,K734,,,http://www.reha-muenster.at,47.4187418,11.8371599743179,47.42101,11.83851
AT,Bludenz,Spitalgasse,145,Landeskrankenhaus Bludenz,6700,05552 603,13,K802,GEM,,http://www.lkhz.at,47.159373,9.8212835,47.15947,9.82019
AT,Bregenz,Carl-Pedenz-Straße,259,Landeskrankenhaus Bregenz,6900,05574 401 0,2,K803,"IM, KIJU",,http://www.lkhb.at,47.4968541,9.7455172,47.49673,9.74528
AT,Dornbirn,Lustenauer Straße,284,Krankenhaus der Stadt Dornbirn,6850,05572 303 0,4,K807,"GEM, KIJU",,http://krankenhaus.dornbirn.at,47.35581945,9.66329382544786,47.40607,9.74012
AT,Hohenems,Bahnhofstraße,152,Landeskrankenhaus Hohenems,6845,05576 703 0,31,K816,IM,,http://www.lkhh.at,47.3628811,9.6840859,47.36307,9.68135
AT,Rankweil,Valdunastraße,364,Landeskrankenhaus Rankweil,6830,05522 403 0,16,K824,PSY,,http://www.lkhr.at,47.2588074,9.6470159,47.26114,9.64837
AT,Rankweil,Valdunastraße,23,Pflegeabteilung des LKH Rankweil (gehört zu K824),6830,,16,K825+,,,,47.2588074,9.6470159,47.26114,9.64837
AT,Frastanz,Maria Ebene,85,Krankenhaus Stiftung Maria Ebene Frastanz,6820,05522 727 46 0,17,K828,,,http://www.mariaebene.at,47.2211052,9.6040908,47.22092,9.60406
AT,Feldkirch,Carinagasse,619,Landeskrankenhaus Feldkirch,6800,05522 303 0,47,K830,"GEM, IM, KIJU",,http://www.lkhf.at,47.2309754,9.5801681,47.23176,9.57969
AT,Lech,Oberstubenbach,11,Unfallsanatorium Dr. Rhomberg,6764,05583 2234,439,K838,,,https://www.drrohmberg.at,47.2163566,10.1507661,47.215328216552734,10.124895095825195
AT,Schruns,Montafonerstraße,8,Sanatorium Dr. Schenk,6780,05556 740 00 0,29,K853,,,http://www.dr-schenk.at,47.08205435,9.90019499851779,47.07364,9.91341
AT,Schruns,Wagenweg,153,Rehabilitationsklinik Montafon,6780,05556 205,4a,K862,,,http://www.rehaklinik-montafon.at,47.0784305,9.91830936999946,47.07856,9.91811
AT,Bregenz,Mehrerauerstraße,10,Hospiz am See,6900,05522 200 1100,72,K863,,,http://www.hospiz-vorarlberg.at,47.50281345,9.71689049993477,47.50284,9.7169
AT,Wien,Währinger Gürtel,1621,Allgemeines Krankenhaus der Stadt Wien-Medizinischer Universitätscampus,1090,01 40 400 0,18-20,K901,"AN, CH, DER, GEM, HCH, IM, KIJU, KJC, NCH, NEU, PCH, PSY",,http://www.akhwien.at,48.2203567,16.3448121,48.22019,16.34435
AT,Wien,Mackgasse,253,Anton-Proksch-Institut,1230,01 888 10 0,7-9,K902,,,http://www.api.or.at,48.1367571,16.245867,48.13571,16.2460349
AT,Wien,Johannes von Gott Platz,378,Krankenhaus der Barmherzigen Brüder,1020,01 21121 0,1,K903,"AN, IM",,http://www.bbwien.at,48.2157322,16.3821354,48.21559667059289,16.38221810951472
AT,Wien,Stumpergasse,215,Krankenhaus der Barmherzigen Schwestern vom heiligen Vinzenz von Paul,1060,01 599 88 0,13,K904,"AN, IM",,http://www.bhs-wien.at,48.1924825,16.3460033,48.19249811629872,16.345968526921194
AT,Wien,Skodagasse,96,Privatklinik Confraternität,1080,01 401 14 0,32,K905,,,http://www.confraternitaet.at,48.2146238,16.3485012,48.21461,16.34852
AT,Wien,Reizenpfenniggasse,222,Rehaklinik Baumgarten,1140,01 41 500,1,K907,,,http://www.rehawienbaumgarten.at,0.0,0.0,48.21017,16.28502
AT,Wien,Hans-Sachs-Gasse,226,Evangelisches Krankenhaus,1180,01 40422 0,10-12,K908,GEM,,http://www.ekhwien.at,48.2241021,16.345744,48.22413,16.34571
AT,Wien,Kundratstraße,730,"Sozialmedizinisches Zentrum Süd, Kaiser-Franz-Josef-Spital mit Gottfried von Preyer'schem Kinderspital",1100,01 601 91 0,3,K910,"AN, IM, KIJU",,http://www.wienkav.at/kav/szx/,48.1732939,16.3493081,48.17547,16.35218
AT,Wien,Lazarettgasse,94,Privatklinik Goldenes Kreuz,1090,01 401 11 0,16-18,K911,,,http://www.goldenes-kreuz.at,48.2179399,16.3502286,48.21755,16.34703
AT,Wien,Heinrich-Collin-Straße,347,Hanusch-Krankenhaus,1140,01 910 21 0,30,K912,AN,,http://www.hanusch-krankenhaus.at,48.1985212,16.2906036,48.198991886290884,16.293806602588994
AT,Wien,Löblichgasse,102,Sanatorium Hera,1090,01 313 50 0,14,K913,,,http://www.hera.co.at,48.2264683,16.3517289,48.22639482366377,16.35164674092025
AT,Wien,Baumgasse,147,Herz Jesu-Krankenhaus,1030,01 712 26 84 0,20a,K914,AN,,http://www.kh-herzjesu.at,48.1951412,16.3980293,48.1956,16.39837
AT,Wien,Nikolsdorfergasse,228,FRANZISKUS SPITAL,1050,01 54 60 50,26-36,K915,GEM,,http://www.franziskusspital.com,0.0,0.0,48.1878718,16.3618232
AT,Wien,Wolkersbergenstraße,995,Krankenhaus Hietzing mit Neurologischem Zentrum Rosenhügel,1130,01 801 10 0,1,K916,"AN, CH, HCH, IM, NEU",,http://www.wienkav.at/kav/khl/,48.1683129,16.2817024,48.16942,16.27942
AT,Wien,Juchgasse,675,Krankenanstalt Rudolfstiftung der Stadt Wien inklusive dem Standort Semmelweis-Frauenklinik,1030,01 711 65 0,25,K917,"AN, IM, KIJU",,http://www.wienkav.at/kav/kar/,48.19656,16.3919314,48.19658007843794,16.39116666743483
AT,Wien,Auhofstraße,148,St. Josef-Krankenhaus,1130,01 878 44 0,189,K919,"GEM, KIJU",,http://www.sjk-wien.at,48.19430185,16.2629393541168,48.19451952947924,16.262819668861216
AT,Wien,Kundratstraße,267,Traumazentrum Wien der Allgemeinen Unfallversicherungsanstalt,1120,01 601 50 0,37,K920,,,http://www.auva.at/ukhmeidling,48.17270875,16.3438549784412,48.172795,16.3432646
AT,Wien,Montleartstraße,933,Wilhelminenspital der Stadt Wien,1160,01 491 50 0,37,K921,"AN, IM, KIJU",,http://www.wienkav.at/kav/wil/,48.2096538,16.3030378,48.21116,16.30172
AT,Wien,Hütteldorfer Straße,313,Pflegewohnhaus Baumgarten - Pflegeanstalt für chronisch Kranke,1140,01 910 34 0,188,K924,,,http://www.wienkav.at/kav/gzb/,48.1975432,16.2981232,48.19699063118642,16.28606670006093
AT,Wien,Wickenburggasse,76,Sonderkrankenanstalt der Justizanstalt Wien-Josefstadt,1082,01 404 03 358343,18-22,K927,,,http://www.bmj.gv.at,48.2137123,16.3541136,48.21374,16.35409
AT,Wien,Seeböckgasse,350,Haus der Barmherzigkeit Seeböckgasse,1160,01 401 99 1326,30A,K931,,,http://www.hausderbarmherzigkeit.at,48.2185253,16.3132596,48.2185,16.31349
AT,Wien,Brünner Straße,25,Heereskrankenanstalt Wien,1210,05020110 65115,238,K933,,,,48.2969789,16.4200834,48.29571076490432,16.419492241174435
AT,Wien,Haeckelstraße,322,Pflegewohnhaus Liesing - Pflegeanstalt für chronisch Kranke,1235,01 86 600 0,1A,K939,,,http://www.wienkav.at/kav/pli/,0.0,0.0,48.13489,16.28085
AT,Wien,Speisinger Straße,262,Orthopädisches Spital Speising,1130,01 801 82 0,109,K943,GEM,,http://www.oss.at,48.1632337,16.2816122,48.164068329721324,16.280857062239903
AT,Wien,Köglergasse,52,Rehabilitationszentrum Meidling der Allgemeinen Unfallversicherungsanstalt,1120,01 601 50 4000,2A,K945,,,http://www.auva.at/rzmeidling,48.172228,16.345404,48.17233,16.3452
AT,Wien,Billrothstraße,155,Rudolfinerhaus,1190,01 360 36 0,78,K949,,,http://www.rudolfinerhaus.at,48.2432224,16.3479143,48.24331,16.34738
AT,Wien,Kollburggasse,137,Sanatorium Liebhartstal,1160,01 488 07 0,6-10,K951,,,,48.2167557,16.301259236249,48.21663,16.30113
AT,Wien,Kinderspitalgasse,119,St. Anna-Kinderspital Zentrum für Kinder- und Jugendheilkunde,1090,01 401 70 0,6,K952,KIJU,,http://www.stanna.at,48.2159169,16.3443403,48.21594,16.34434
AT,Wien,Pelikangasse,145,Wiener Privatklinik,1090,01 401 80 0,15,K954,,,http://www.wpk.at,48.2171451,16.3480266,48.21725528006179,16.348090711581925
AT,Wien,Dornbacher Straße,274,Krankenhaus Göttlicher Heiland,1170,01 400 88 0,20-28,K955,"AN, IM",,http://www.khgh.at,48.2265158,16.3072781,48.22759,16.30423
AT,Wien,Langobardenstraße,954,Sozialmedizinisches Zentrum Ost - Donauspital,1220,01 288 02 0,122,K956,"AN, IM, KIJU, KJC, ORTR",,http://www.wienkav.at/kav/dsp,48.2182604,16.4639741,48.21902,16.46422
AT,Wien,Langobardenstraße,382,"Pflegewohnhaus Donaustadt mit sozialmedizinischer Betreuung, Zentrum für Langzeitbeatmung und Appaliker Care Unit",1220,01 288 02 0,122,K957,,,http://www.wienkav.at/kav/gzd/,48.2182604,16.4639741,48.21902,16.46422
AT,Wien,Heiligenstädter Straße,160,Privatklinik Döbling - Vienna International Health Center,1190,01 360 66 0,55-63,K963,,,http://www.privatklinik-doebling.at,48.23935425,16.358915780423,48.23881,16.35859
AT,Wien,Kreuzgasse,20,Privatklinik Währing,1180,650 328 73 37,17-19,K970,,,http://www.privatklinik-waehring.com,48.2219873,16.3435592,48.22238,16.34084
AT,Wien,Baumgartner Höhe,600,"Sozialmedizinisches Zentrum Baumgartner Höhe, Otto Wagner-Spital",1140,01 910 60 0,1,K971,"IM, PUL, TCH",,http://www.wienkav.at/kav/ows/,48.2103515,16.2790986,48.206802955882075,16.279600042082002
AT,Wien,Rosenhügelstraße,147,Neurologisches Rehabilitationszentrum Rosenhügel,1130,01 88 032 0,192a,K973,,,http://www.nrz.at,48.1591109,16.283802,48.15912,16.28347
AT,Wien,Tokiostraße,270,Haus der Barmherzigkeit Tokiostraße,1220,,4,K975,,,http://www.hausderbarmherzigkeit.at,48.247221,16.430769695961,48.24687,16.43058
AT,Wien,Brünner Straße,,Krankenhaus Nord,1210,01 277 00 0,73,K976,,,http://www.khnord.at,48.270136,16.404719,48.269996527260936,16.404812173300577
AT,Wien,Stüber-Gunther-Gasse,256,Pflegewohnhaus Meidling - Pflegeanstalt für chronisch Kranke,1120,01 80 181 1300,2,K977,,,,48.1652246,16.3252493,48.16591,16.32727
AT,Wien,Vorgartenstraße,306,Pflegewohnhaus Leopoldstadt - Pflegeanstalt für chronisch Kranke,1020,01 245 45 0,129-143,K978,,,,48.2271852,16.3984893,48.22711,16.39893
AT,Wien,Dittmanngasse,348,Pflegewohnhaus Simmering - Pflegeanstalt für chronisch Kranke,1110,01 74084 0,5,K979,,,,48.1768874,16.4176199968087,48.17669,16.41647
AT,Wien,Kardinal-Rauscher-Platz,324,Pflegewohnhaus Rudolfsheim-Fünfhaus,1150,01 215 35 0,2,K980,,,,48.1971449,16.3249406,48.19673,16.32527
AT,Wien,Bernhardtstalgasse,266,Pflegewohnhaus Innerfavoriten - Pflegeanstalt für chronisch Kranke,1100,01 60806 1301,32,K981,,,,48.1737329,16.3613215,48.1737,16.36131
AT,Wien,Seitzergasse,9,Kuzbari Zentrum für ästhetische Medizin,1010,01  358 28 70,2-4-6,K982,,,http://www.kuzbari.at,48.2104717,16.3689607,48.21009,16.36886
